ASIN,SKU集合,上周,上上周,上周单量,上上周单量,单量环比%,上周销售额,上上周销售额,销售额环比%,上周广告花费,上上周广告花费,上周TACOS%,上上周TACOS%,TACOS环比%,预警标记,需补充广告指标
B0GR4VXJ7X,KX4SGE09100,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR4WDDY4,KX4SGE14500,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR4X1J38,PT4SGE23300,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,8.71,11.7,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR4X4WS6,KX4SGE16500,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR4XKFB3,KX4SGE13500,2026-W35,2026-W34,0.0,1.0,-100.0,0.0,1632.0,-100.0,0.0,19.79,,1.21,,单量下滑≥20%；销售额下滑≥20%,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR4YJ9N7,PT4SGE27000,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,5.31,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR4YSTZ1,PT4SGE26300,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,3.2,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR51CJ8M,OO4SGE37000,2026-W35,2026-W34,1.0,1.0,0.0,1040.4,1040.4,0.0,18.77,10.14,1.8,0.97,85.21,TACOS上升≥30%,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR51JFYN,KX4SGE08900,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR51NGZQ,PT4SGE19600,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,13.26,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR52BXCF,KC4SGE00500,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,4.56,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR52L493,PT4SGE22700,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,4.69,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR52L5DW,KX4SGE17300,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,15.17,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR548JHZ,PT4SGE24300,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,3.33,17.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR59G3S3,PT4SGE22700,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR59R67B,KC4SGE04800,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GSCDLN3Y,OO4SGE38000,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,5.1,4.97,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GSCDPFX1,OO4SGE38100,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,2.72,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GSCDPTTP,OO4SGE36200,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,50.13,36.74,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GSCGSCM3,OO4SGE34600,2026-W35,2026-W34,1.0,0.0,N/A,1550.4,0.0,N/A,39.72,4.08,2.56,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GSCHRBZ9,OO4SGE38900,2026-W35,2026-W34,1.0,0.0,N/A,877.2,0.0,N/A,20.75,41.35,2.37,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GSCHV15P,OO4SGE39100,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,37.21,43.19,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GSCJPTS8,OO4SGE38600,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GSCKK336,OO4SGE37700,2026-W35,2026-W34,0.0,2.0,-100.0,0.0,2652.0,-100.0,11.22,10.34,,0.39,,单量下滑≥20%；销售额下滑≥20%,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GSCQZNBJ,OO4SGE36800,2026-W35,2026-W34,1.0,1.0,0.0,1428.0,1428.0,0.0,6.67,15.24,0.47,1.07,-56.22,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GSCR839R,OO4SGE36900,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GSCS65GB,OO4SGE36300,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GSCSFKHG,OO4SGE37300,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GSCTYV8X,OO4SGE38400,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,9.26,23.68,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GSCYCMBG,OO4SGE34100,2026-W35,2026-W34,0.0,1.0,-100.0,0.0,1047.2,-100.0,6.13,6.13,,0.58,,单量下滑≥20%；销售额下滑≥20%,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GSCYD16G,OO4SGE38200,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,3.06,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GSCYWWKW,OO4SGE38800,2026-W35,2026-W34,1.0,0.0,N/A,727.6,0.0,N/A,16.74,29.11,2.3,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GSCZ2K1B,OO4SGE37500,2026-W35,2026-W34,0.0,1.0,-100.0,0.0,1190.0,-100.0,5.65,33.26,,2.79,,单量下滑≥20%；销售额下滑≥20%,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GSD1T7VX,OO4SGE38500,2026-W35,2026-W34,0.0,1.0,-100.0,0.0,1135.6,-100.0,9.93,8.23,,0.72,,单量下滑≥20%；销售额下滑≥20%,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GSD2MH1L,OO4SGE36600,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GSD2NZ7K,OO4SGE38300,2026-W35,2026-W34,0.0,1.0,-100.0,0.0,992.8,-100.0,5.92,10.2,,1.03,,单量下滑≥20%；销售额下滑≥20%,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GSD39Q7L,OO4SGE35600,2026-W35,2026-W34,1.0,0.0,N/A,1346.4,0.0,N/A,3.27,41.22,0.24,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GSD5QBTT,OO4SGE35200,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,1.36,7.69,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GTSC9PSP,OO4SGE35700,2026-W35,2026-W34,0.0,1.0,-100.0,0.0,1326.0,-100.0,6.12,6.33,,0.48,,单量下滑≥20%；销售额下滑≥20%,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GTT2B7VM,OO4SGE34000,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,7.89,12.45,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GTT2ZVN4,OO4SGE36000,2026-W35,2026-W34,1.0,0.0,N/A,1659.2,0.0,N/A,55.44,50.54,3.34,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GTT7Y37J,OO4SGE38000,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,20.75,10.2,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GTT88NQL,OO4SGE36600,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,11.84,19.72,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GTT8WX7B,OO4SGE35600,2026-W35,2026-W34,1.0,1.0,0.0,1346.4,1346.4,0.0,22.79,38.02,1.69,2.82,-40.06,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GTT935H4,OO4SGE38900,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,9.86,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GTT9GQTF,OO4SGE36800,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,3.27,15.91,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GTTBF54X,OO4SGE36900,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,15.03,10.41,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GTTBGZ98,OO4SGE38300,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,20.47,4.29,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GTTCFZKC,OO4SGE37700,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,15.37,6.26,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GTTD3KYH,OO4SGE39000,2026-W35,2026-W34,1.0,0.0,N/A,727.6,0.0,N/A,0.0,3.13,0.0,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GTTFC9WL,OO4SGE35700,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,3.06,7.35,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GTTG712J,OO4SGE34600,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,25.5,6.53,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GTTG7NQZ,OO4SGE38200,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,3.06,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GTTG7ZVC,OO4SGE38500,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,8.5,6.26,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GTTGB2F7,OO4SGE38100,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,6.39,11.56,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GTTGJ9TP,OO4SGE34000,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,9.25,3.47,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GTTGYGPS,OO4SGE38400,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,2.18,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GTTH7HZG,OO4SGE37500,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GTTHLTHZ,OO4SGE38800,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,11.63,5.65,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GTTJ6XH1,OO4SGE37700,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,3.27,3.13,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GTTJPBYK,OO4SGE38100,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,14.89,4.08,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GTTK8CX2,OO4SGE38600,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GTTKP5RB,OO4SGE36800,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,6.87,3.47,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GTTL469N,OO4SGE36600,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,7.69,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GTTL5QMS,OO4SGE36000,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,44.41,15.64,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GTTL85NY,OO4SGE38800,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,7.55,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GTTPHJM3,OO4SGE38200,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,2.11,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GTTPRT8T,OO4SGE34100,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,6.12,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GTTQ9NMZ,OO4SGE35600,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,3.74,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GTTQVXS1,OO4SGE34300,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,18.97,3.27,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GTTRFX2D,OO4SGE37500,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,2.86,5.72,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GTTSGB84,OO4SGE38600,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GTTTXGTB,OO4SGE34600,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,13.67,4.97,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GTTZ8SDP,OO4SGE38900,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,4.96,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GWPRC3F4,OO4SGE36000,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,3.26,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GWPXQQ64,OO4SGE35700,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GWPZWYJG,OO4SGE34000,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,3.2,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GXYT81R6,KX4SGE10900,2026-W35,2026-W34,0.0,1.0,-100.0,0.0,1060.8,-100.0,0.0,0.0,,0.0,,单量下滑≥20%；销售额下滑≥20%,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GY7WKN8W,KC4SGE03500,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GY81W62G,KC4PSP18000,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GY82B9RX,KC4SGE03200,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GY833YXY,KC4PSP18200,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GY85VZTV,KC4PSP16100,2026-W35,2026-W34,0.0,1.0,-100.0,0.0,921.94,-100.0,0.0,0.0,,0.0,,单量下滑≥20%；销售额下滑≥20%,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GY868168,KC4SGE03700,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GY868B4Y,KC4PSP17200,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GY86CJH2,KC4SGE03400,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GY86VTL7,KC4SGE00700,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GY8742BS,KC4SGE04100,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GY88X6RT,KC4PSP17900,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GY8CJ123,KC4PSP16200,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,6.66,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GY8CY4KK,KC4SGE02800,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GYCBYQ5N,KX4SGE09700,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GYCCJWVR,KX4SGE08100,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,3.26,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GYCDWN3C,KX4SGE15400,2026-W35,2026-W34,1.0,1.0,0.0,1036.52,1036.52,0.0,3.27,0.0,0.31,0.0,355178.13,TACOS上升≥30%,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GYCJ36YY,KX4SGE08000,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GYCJPLXD,KX4SGE08800,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GYCJSY3T,KX4SGE14500,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GYCK9Q11,KX4SGE08600,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GYCKBPPN,KX4SGE10300,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GYCLBKL9,KX4SGE17100,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GYCM3R5R,KX4SGE16800,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GYCN1V62,KX4SGE13300,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GYCQ3GM1,KX4SGE14900,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GYCQNC4L,KX4SGE12900,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,3.26,2.58,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GYCRDGCB,KX4SGE08400,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GYD9PWBN,PT4SGE20500,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GYDC97TX,PT4SGE19100,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GYDDY881,PT4SGE21900,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GYDFY4FS,PT4SGE23900,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GYDHXWQ7,PT4SGE22500,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GYDHY46J,PT4SGE24400,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GYDJ4243,PT4SGE22200,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GYDJ9LM5,PT4SGE18400,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GYDKBNFX,PT4SGE23300,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GYDKCL87,PT4SGE20800,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GYDKGDGN,PT4SGE23200,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GYDM74PD,PT4SGE19900,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GYDMDDKC,PT4SGE19800,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GYDP5ZH1,PT4SGE21000,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GYDPLH8W,PT4SGE25600,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GYDQ2TLS,PT4SGE23600,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GYDQG88F,PT4SGE21500,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GYDQJPG1,PT4SGE18700,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GYDQN9GY,PT4SGE18800,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GYDWY6JB,PT4SGE19500,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GYDY33T3,PT4SGE25400,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,2.04,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GYF4KTRR,PT4SGE23700,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GYMT47H1,KC4SGE05200,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,3.06,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GYN1D7PM,KC4SGE05500,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GYN591K2,KC4SGE05100,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GYN59FKM,PT4SGE26100,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GYN5GMNB,PT4SGE27800,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GYN786H8,KC4SGE05000,2026-W35,2026-W34,0.0,1.0,-100.0,0.0,978.45,-100.0,0.0,0.0,,0.0,,单量下滑≥20%；销售额下滑≥20%,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GYNCQF4R,PT4SGE26600,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GYNDMKBK,KC4SGE04700,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GYNDZLDT,KC4SGE04900,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GYNJCXBG,PT4SGE27500,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GZNZDTS9,PT4SGE26600,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GZP5HW73,PT4SGE27800,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GZP5HW7D,PT4SGE26100,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GZSKC7GF,PT4SGE27500,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GZSNB9C8,KX4SGE10600,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GZT7KTZH,KX4SGE08900,2026-W35,2026-W34,1.0,0.0,N/A,1115.2,0.0,N/A,0.0,0.0,0.0,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0H2YRWD8D,PT4SGE19500,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0H2YV4WJ9,OO4SGE38200,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0H2YV5XCX,KC4PSP17500,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
