ASIN,SKU集合,上周,上上周,上周单量,上上周单量,单量环比%,上周销售额,上上周销售额,销售额环比%,上周广告花费,上上周广告花费,上周TACOS%,上上周TACOS%,TACOS环比%,预警标记,需补充广告指标
B0F6734N9K,KC4SGE01400,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6734V72,KX4SGE12700,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,20.4,8.84,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6735N2M,KX4SGE08100,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F673B41S,KC4PSP17300,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F673DP4W,KC4PSP16000,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F673F69B,PT4SGE21900,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F673H415,PT4SGE26700,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,2.59,9.12,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F673HJC1,KC4SGE03100,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F673JP6T,PT4SGE21000,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F673JP96,KX4SGE15200,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,2.72,3.27,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F673JSV8,KC4SGE00200,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F673KL4M,KX4SGE17400,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,4.69,1.36,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F673LWGL,PT4SGE19900,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F673N895,KC4SGE00800,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F673NRMS,PT4SGE19700,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F673Q69B,KC4SGE01300,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,2.72,7.07,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F673QG8L,KC4PSP17800,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,2.72,9.59,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F673R2FD,KX4SGE17300,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F673R339,KC4PSP16500,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,4.22,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F673RTJZ,KC4SGE03800,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F673V66M,KX4SGE11700,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F673V9LW,KX4SGE12200,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F673XCCG,PT4SGE21100,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,3.47,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F673XD5H,PT4SGE23600,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F673YB29,KX4SGE13200,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,4.9,4.9,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F673YCRF,KC4SGE00100,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,20.2,9.87,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F673ZG8W,PT4SGE23400,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F673ZGGP,KX4SGE08900,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,17.21,7.55,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F673ZYHW,KC4PSP16100,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6741NZW,KC4PSP17500,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6742S7G,PT4SGE23900,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6745R7K,PT4SGE27000,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6746Y4S,KX4SGE10400,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,7.08,32.17,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F67477ML,KC4SGE04200,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6747XR5,KC4SGE00600,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6749JM8,PT4SGE26100,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,8.16,3.06,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F674J4JD,PT4SGE19600,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,3.06,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F674J8K1,PT4SGE26300,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F674LGB2,PT4SGE19200,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,10.34,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F674NQZH,KX4SGE08300,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,3.26,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F674RDT5,PT4SGE25400,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F674RQLQ,PT4SGE18800,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F674VB7L,PT4SGE23700,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6753T3Z,KC4PSP17200,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,3.26,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F67594GG,KC4PSP15800,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F675NJF7,KC4PSP18000,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,15.51,4.63,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F675TRNY,KC4SGE05300,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F675V3M4,PT4SGE19400,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,5.24,3.27,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F675XZ7M,KC4PSP18100,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,35.5,19.45,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LJ6TSH,PT4SGE19400,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,6.53,13.94,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LJ7BNY,KC4PSP17700,2026-W35,2026-W34,0.0,1.0,-100.0,0.0,1054.0,-100.0,2.72,4.01,,0.38,,单量下滑≥20%；销售额下滑≥20%,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LJ7SHC,KX4SGE12600,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,19.73,16.67,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LJ7SV7,PT4SGE24400,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,3.95,35.03,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LJ85SB,KX4SGE12100,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,27.82,18.09,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LJ8BR9,PT4SGE27500,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,5.78,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LJ8MML,PT4SGE21100,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LJ93D9,PT4SGE24600,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LJ961H,KX4SGE10400,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,11.56,5.31,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LJ9JYR,KC4SGE00500,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LJ9NDC,KX4SGE14900,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LJ9VDS,KC4SGE00700,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,7.75,3.26,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LJ9ZMP,PT4SGE27300,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LJB1MX,PT4SGE19600,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LJB2C1,PT4SGE19100,2026-W35,2026-W34,1.0,0.0,N/A,577.59,0.0,N/A,3.67,0.0,0.64,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LJB6ZD,PT4SGE26100,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LJBFD3,PT4SGE28200,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,3.06,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LJBYMX,KC4SGE03300,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,19.25,8.16,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LJBYPH,PT4SGE18600,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LJBZWX,PT4SGE18700,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LJC2ZZ,KX4SGE16800,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,7.07,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LJCDCK,KX4SGE08300,2026-W35,2026-W34,1.0,1.0,0.0,1093.71,1093.71,0.0,14.35,12.92,1.31,1.18,11.05,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LJCG2Q,KC4SGE03100,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LJCHXW,KC4SGE05500,2026-W35,2026-W34,2.0,0.0,N/A,1183.2,0.0,N/A,5.78,15.85,0.49,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LJCMF1,KC4SGE04200,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,3.26,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LJCNJ5,KX4SGE10200,2026-W35,2026-W34,1.0,0.0,N/A,1380.4,0.0,N/A,20.48,25.85,1.48,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LJDDTH,PT4SGE25600,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LJDM2N,PT4SGE28100,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LJDXLF,KX4SGE08100,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LJFGNZ,KX4SGE09100,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LMJ5S2,PT4SGE18800,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LMJFW7,KC4PSP16200,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,30.13,14.29,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LMJQMC,KC4PSP16000,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LMJT5D,PT4SGE19700,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,3.27,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LMK7RW,PT4SGE20100,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LMKBQ2,KC4SGE02400,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,5.24,9.25,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LMKCDD,KC4SGE03700,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,4.76,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LMKF5M,KC4SGE05300,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,5.65,3.74,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LMKJLT,PT4SGE27800,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LMKLYR,KX4SGE10300,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LMKRSQ,KC4SGE05400,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LMKTP6,KC4PSP17800,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LML89P,PT4SGE27000,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LML94M,KX4SGE09200,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,5.92,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LMLB78,KX4SGE11100,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,3.06,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LMLWCS,KX4SGE13500,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LMLY8H,PT4SGE23900,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LMM4W3,KC4SGE03200,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LMMSSG,PT4SGE23100,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LMMY9R,KC4SGE00400,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LMN155,KC4SGE00200,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LMN3ZN,KX4SGE16500,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LPGFHP,KC4PSP17300,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LPL4WY,KC4PSP16400,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LPLFQG,KX4SGE15200,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LQ1J5Y,KC4PSP17600,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,15.03,6.67,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LQ1KNV,KX4SGE14500,2026-W35,2026-W34,0.0,1.0,-100.0,0.0,1090.18,-100.0,8.03,11.09,,1.02,,单量下滑≥20%；销售额下滑≥20%,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LQ79V3,PT4SGE26600,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LQBYQM,KC4SGE02500,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,2.59,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LQCN51,KC4SGE01100,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LQG5DJ,KX4SGE12700,2026-W35,2026-W34,0.0,1.0,-100.0,0.0,1033.6,-100.0,0.0,5.24,,0.51,,单量下滑≥20%；销售额下滑≥20%,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LQGPDS,KX4SGE12200,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LQJQYC,PT4SGE18400,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LQKQC1,PT4SGE19800,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,3.06,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LQLBKT,PT4SGE22500,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LQTF1Y,KC4SGE02700,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,8.84,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LQX4LL,KC4SGE01200,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LQYD4F,PT4SGE22200,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,1.23,6.67,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LQYSKJ,KC4SGE00600,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LQYSQ6,KX4SGE17300,2026-W35,2026-W34,0.0,1.0,-100.0,0.0,1217.13,-100.0,5.37,7.21,,0.59,,单量下滑≥20%；销售额下滑≥20%,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LR13QQ,KC4SGE01600,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LR1MT4,KC4SGE02800,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LR2N91,KC4PSP16500,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LR3XNC,PT4SGE27600,2026-W35,2026-W34,0.0,1.0,-100.0,0.0,1447.99,-100.0,10.88,13.26,,0.92,,单量下滑≥20%；销售额下滑≥20%,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LR6C1N,KC4SGE00800,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LR7MQX,PT4SGE26200,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LR8W9G,PT4SGE27900,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,5.99,3.27,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LRBY6L,KX4SGE13300,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LRCGWZ,KX4SGE08600,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LRDKQQ,KC4SGE04800,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LRGJ5K,PT4SGE19900,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LRGZDM,PT4SGE21000,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LRGZGY,KC4SGE01700,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LRJSGY,KC4PSP18200,2026-W35,2026-W34,1.0,0.0,N/A,1354.02,0.0,N/A,2.59,14.28,0.19,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LRKPVM,KC4PSP17100,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LRKXS2,PT4SGE21500,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,4.96,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LRKXZD,KC4SGE03900,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LRKYBK,KX4SGE08900,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LRKZ3F,KX4SGE08800,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LRLBNS,KC4PSP16100,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LRLF6S,KX4SGE13200,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LRLGMV,PT4SGE21100,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LRLLWT,KC4SGE01300,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LRLPF2,KC4SGE01800,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LRLRF5,KC4SGE01000,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LRLWDB,KC4SGE01400,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LRLZDS,KC4SGE03800,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LRMMY2,KC4PSP15800,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,12.51,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LRN8DD,PT4SGE23600,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0F6LRNGJS,KX4SGE10700,2026-W35,2026-W34,0.0,0.0,,0.0,0.0,,14.35,17.01,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
