年月,ASIN,SKU,售价,出库销量,出库销售额,采购成本,头程,佣金,税费,仓储费,Coupon预留(5%),尾程费(参考未计主线),广告花费,平衡ACOS%,目标ACOS%,当前ACOS%,含尾程保守平衡ACOS%,状态
2026-08,B0D146YW8J,KC4PSP16400,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0D148HRC4,KC4SGE03100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0D149F7NM,KC4PSP18200,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.32,,,,,数据不足
2026-08,B0D14BMGJ3,KC4PSP17700,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0D14F2Q6D,KC4PSP18100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0D14FCDG5,KC4SGE02800,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0D2CV31V3,KC4PSP15900,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0D2CZ3LYW,KC4SGE05100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0D2D15TVX,KC4PSP16000,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0D2D1DKC1,KC4SGE02400,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.37,,,,,数据不足
2026-08,B0D2D2Q921,KC4SGE00400,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0D46K8KV3,KC4PSP15800,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5,,,,,数据不足
2026-08,B0D47266BX,KC4SGE05400,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0D475253F,KC4SGE00800,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0D47FDWWC,KC4PSP16200,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0D48Q5L57,KC4SGE00700,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0D575PRVS,KC4SGE05200,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0D5764FBF,KC4SGE04600,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.94,,,,,数据不足
2026-08,B0D576K6R6,KC4PSP17300,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0D577QJ2G,KC4PSP16100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0D5785Q19,KC4SGE00900,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0D5VLYGX8,KC4PSP16500,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0D5VN4X6R,KC4SGE02800,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0D5VN5XQW,KC4SGE03400,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.26,,,,,数据不足
2026-08,B0D5VNG4G5,KC4PSP16000,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0D5VNHDGQ,KC4PSP15800,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0D5VP53XT,KC4SGE05500,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0D5VPPX2C,KC4PSP16200,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.77,,,,,数据不足
2026-08,B0D5VQB4WF,KC4PSP17800,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0D5W8JFPZ,KC4SGE02900,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0D6LL2QZ8,KC4SGE04900,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0D6LLKT4L,KC4SGE04900,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.42,,,,,数据不足
2026-08,B0D6LNTYTG,KC4PSP17200,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0D6LPFP5Z,KC4PSP15800,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0D6LRBK82,KC4SGE02500,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DL55KMRP,KC4PSP16200,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DL576PHY,KC4PSP16400,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.23,,,,,数据不足
2026-08,B0DL57D6LW,KC4SGE02900,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,,,,,数据不足
2026-08,B0DL57JF8T,KC4PSP17300,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DL583J3P,KC4PSP16100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DL5854SM,KC4SGE03000,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DM952QZC,KC4SGE02400,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.12,,,,,数据不足
2026-08,B0DM96BQMG,KX4SGE10200,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.98,,,,,数据不足
2026-08,B0DM971PHY,KC4SGE04800,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DM97P24W,KC4PSP16000,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.45,,,,,数据不足
2026-08,B0DM97PHWP,KC4SGE03300,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,,,,,数据不足
2026-08,B0DM97YXJQ,KC4SGE03000,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DM9BG9J8,KX4SGE14900,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1,,,,,数据不足
2026-08,B0DPCVTXDB,KC4SGE01100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.08,,,,,数据不足
2026-08,B0DPCVYM66,KC4PSP15900,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DPCVZ4KH,KX4SGE13300,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.85,,,,,数据不足
2026-08,B0DPCW8Q3P,KC4SGE01300,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.75,,,,,数据不足
2026-08,B0DPCW8WHC,KC4PSP17000,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DPCW9XLC,KX4SGE08600,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DPCWF3ZC,KX4SGE13500,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DPCWJTDR,KC4SGE01600,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.52,,,,,数据不足
2026-08,B0DPCWK1LZ,KC4SGE04100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DPCWL9DP,KC4SGE01800,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DPCWQW36,KC4SGE03300,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.42,,,,,数据不足
2026-08,B0DPCWR4GD,KX4SGE16800,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DPCWS9M9,KX4SGE14500,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DPCWVYHN,KC4SGE00900,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DPCWXBS4,KX4SGE10600,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DPCWY6CY,KX4SGE10400,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DPCX11BY,KC4PSP16600,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.76,,,,,数据不足
2026-08,B0DPCX1NRX,KX4SGE16700,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DPCX1ZSQ,KC4SGE02900,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DPCX2GY3,KC4SGE05300,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DPCX2GY5,KX4SGE11100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.06,,,,,数据不足
2026-08,B0DPCX572T,KX4SGE08300,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DPCX75QY,KC4SGE04300,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.14,,,,,数据不足
2026-08,B0DPCX88KX,KC4PSP17100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.78,,,,,数据不足
2026-08,B0DPCX9T7K,KX4SGE15400,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DPCXBW8L,KC4SGE01000,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.06,,,,,数据不足
2026-08,B0DPCXC32D,KC4SGE02500,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.51,,,,,数据不足
2026-08,B0DPCXCTN1,KX4SGE12900,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.84,,,,,数据不足
2026-08,B0DPCXGLKB,KC4PSP17800,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.78,,,,,数据不足
2026-08,B0DPCXJLRF,KC4SGE02400,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DPCXJN9S,KC4SGE00400,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DPCXK7B5,KC4SGE05200,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.89,,,,,数据不足
2026-08,B0DPCXL6DK,KC4PSP18000,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.73,,,,,数据不足
2026-08,B0DPCXLY1Y,KC4PSP17200,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.3,,,,,数据不足
2026-08,B0DPCXPSCG,KX4SGE17400,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DPCXZ6MJ,KC4SGE00500,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DPCY29GS,KX4SGE10200,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.87,,,,,数据不足
2026-08,B0DPCY7FPM,KC4PSP17300,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DPCYGFTK,KX4SGE14000,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.32,,,,,数据不足
2026-08,B0DPCYJN57,KC4SGE02700,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DPQBT566,KC4PSP16100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DPQF3QHK,KC4PSP16000,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DPQFYLPN,KC4PSP16400,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DPQGHBJQ,KC4PSP16300,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DPQHX41H,KC4PSP17300,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DPQJ9GVG,KC4PSP16500,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.72,,,,,数据不足
2026-08,B0DPQKR3GQ,KC4PSP17500,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.26,,,,,数据不足
2026-08,B0DPQKWQ6D,KC4PSP17800,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DPQMH3MY,KC4PSP18000,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DPQMKLMD,KC4PSP17200,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DPQMTRLL,KC4PSP17900,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DPQNGS4C,KC4PSP18100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DPW7DYNF,KC4SGE00300,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,,,,,数据不足
2026-08,B0DPW7JQ68,KC4SGE00200,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.6,,,,,数据不足
2026-08,B0DPW8Q7F4,KC4SGE00400,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DPW95LBX,KC4SGE00600,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DPWBWXPB,KC4SGE00700,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DPWHYDLC,KC4SGE00900,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DPWN7YTS,KC4SGE01400,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DPWTKYNX,KC4SGE01600,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DPWTWBNV,KC4SGE02400,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.05,,,,,数据不足
2026-08,B0DPWVKS7P,KC4SGE02800,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DPWWTKQP,KC4SGE02900,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,,,,,数据不足
2026-08,B0DPWWVLC7,KC4SGE02700,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DPWYBG2D,KC4SGE03000,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.99,,,,,数据不足
2026-08,B0DPWZDK76,KC4SGE03100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DPX58WVJ,KC4SGE05200,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DPX6R75S,KC4SGE04100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DPZKF5TG,KC4SGE04700,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DPZMG6B4,KC4SGE05200,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DPZMTD3C,KC4SGE04900,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DPZNJS5T,KX4SGE17700,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DPZQCD9D,KX4SGE16700,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.28,,,,,数据不足
2026-08,B0DPZS1LTK,KX4SGE16500,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.63,,,,,数据不足
2026-08,B0DPZSMKVJ,KX4SGE14900,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DPZVL1QL,KX4SGE14700,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DPZZNHWJ,KX4SGE10400,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.69,,,,,数据不足
2026-08,B0DPZZS42B,KX4SGE12200,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DQ11L42D,KX4SGE12100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DQ125CCF,KX4SGE13500,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DQ127SL9,KX4SGE13300,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.53,,,,,数据不足
2026-08,B0DQ14QGDQ,KX4SGE10700,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DQ159KSX,KX4SGE10900,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.84,,,,,数据不足
2026-08,B0DQ16GZVP,KX4SGE09700,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DQ1713QC,KX4SGE11700,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.48,,,,,数据不足
2026-08,B0DQ19L6JY,KX4SGE08500,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DQ3B16QC,KC4SGE00900,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DQ3BN5J1,KC4SGE00200,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DQ3QZ92R,KC4PSP16400,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DQ3TCJK1,KC4PSP18200,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DQ4D5VHY,KC4PSP17900,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,,,,,数据不足
2026-08,B0DQ4GXDN2,KC4PSP17600,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DQ55B2FJ,KX4SGE08400,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DQ5CQBB7,KX4SGE08100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.24,,,,,数据不足
2026-08,B0DQ5DS3XR,KC4PSP16600,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DQ5DZFZM,KX4SGE08200,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DQ5F635B,KX4SGE08000,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.13,,,,,数据不足
2026-08,B0DQ8H2JZZ,KX4SGE09300,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DQ8LPQPC,KX4SGE11100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DQY2R2LM,KC4SGE00200,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DQY4V77K,KC4PSP16200,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DQY512DB,KC4PSP17200,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DQY51MMH,KC4PSP17600,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DQY561Z7,KC4PSP15900,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DQY5BX1Q,KC4PSP18100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DQY5LGZ1,KC4PSP15800,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.12,,,,,数据不足
2026-08,B0DQY5PNYT,KC4PSP17700,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DQY5T2RQ,KC4PSP17500,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,,,,,数据不足
2026-08,B0DQY5XZHZ,KC4PSP16000,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DQY6KDSS,KC4PSP16700,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DQY6LPWW,KC4PSP16100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DQY6TD6C,KC4PSP18200,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DQY86821,KC4PSP17300,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DQY8CJ2L,KC4PSP17100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DQZRQMR5,KX4SGE16700,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DQZRRW8M,KC4SGE00900,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DQZS99BC,KC4SGE00700,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DQZS9NTG,KC4SGE02800,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.49,,,,,数据不足
2026-08,B0DQZSHPDZ,KC4SGE00800,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DQZTR7TZ,KC4SGE03300,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DQZTSY6V,KC4SGE05400,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.25,,,,,数据不足
2026-08,B0DQZV4K6K,KC4SGE00600,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DQZV53GG,KC4SGE04800,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DQZVHMQN,KC4SGE01800,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DQZVT6JV,KC4SGE01300,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.05,,,,,数据不足
2026-08,B0DQZW2C1Q,KC4SGE04200,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.26,,,,,数据不足
2026-08,B0DQZWJCFH,KC4SGE00400,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DQZWMH13,KC4SGE05300,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DQZWXBL5,KC4SGE04100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DQZWXRX3,KC4PSP16500,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DQZWZ38L,KX4SGE16500,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DQZWZSFM,KC4SGE02900,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DQZX2CXP,KC4SGE03000,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.38,,,,,数据不足
2026-08,B0DQZX7L79,KC4SGE05100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.74,,,,,数据不足
2026-08,B0DQZXZWV1,KC4SGE01000,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DQZYK9KK,KC4SGE00300,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0DR14RD2F,KC4SGE04600,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
