年月,ASIN,SKU,售价,出库销量,出库销售额,采购成本,头程,佣金,税费,仓储费,Coupon预留(5%),尾程费(参考未计主线),广告花费,平衡ACOS%,目标ACOS%,当前ACOS%,含尾程保守平衡ACOS%,状态
2026-08,B0H32PT53D,KC4SGE00200,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32PT7PD,KC4PSP16400,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32PXW5Y,PT4SGE18800,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32PZKDX,KX4SGE12600,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32Q12H6,KX4SGE08800,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32Q1GHN,OO4SGE38000,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32Q35D4,PT4SGE24000,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32Q9R4S,PT4SGE20000,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32QBKP8,PT4SGE23400,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32QD4X8,KX4SGE14000,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32QDY3C,PT4SGE25400,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32QG1YD,PT4SGE21000,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32QG7PG,PT4SGE21100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32QGFHT,PT4SGE25600,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32QMXKZ,KC4PSP17800,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32QNY1H,OO4SGE34600,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32QPC7Y,PT4SGE24600,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32QQ1ZF,OO4SGE38500,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32QS9KQ,OO4SGE36900,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32QSMQ5,KX4SGE17300,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32QTFDJ,OO4SGE34200,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32QVFNQ,PT4SGE28100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32QX2JY,PT4SGE20300,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,,,,,数据不足
2026-08,B0H32QXYLD,PT4SGE23200,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32QYNHR,KC4SGE03100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32QZ3HV,KX4SGE11100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32QZD7P,KC4SGE01300,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32QZP5Z,KC4SGE05300,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32R2YN3,KC4SGE00300,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32R3KHV,PT4SGE27900,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32R4CDP,PT4SGE25800,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32R4YRB,KX4SGE08600,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32R5VZL,KC4SGE01700,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32R86TC,KC4PSP18100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32RCR1R,KX4SGE11700,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32RCTWS,PT4SGE28200,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32RCXSL,KC4SGE00500,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32RHDXX,OO4SGE38900,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32RHLKY,KC4PSP16100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32RPPXX,PT4SGE26100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32RR9DL,KX4SGE14500,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32RRSKF,PT4SGE18400,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32RRWWX,PT4SGE22700,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.08,,,,,数据不足
2026-08,B0H32RSH62,KX4SGE12100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32RW5HS,PT4SGE19600,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32RWRF6,PT4SGE27600,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32RX5R7,KX4SGE17000,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32RX8BT,PT4SGE20500,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32S81BM,KC4SGE00100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.94,,,,,数据不足
2026-08,B0H32S8MH8,KX4SGE08300,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32SB42T,KX4SGE15400,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.06,,,,,数据不足
2026-08,B0H32SGQG6,KC4SGE00700,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.06,,,,,数据不足
2026-08,B0H32SK9PY,PT4SGE26800,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32SLRW4,OO4SGE37300,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32SLRX1,PT4SGE18300,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32SLRZL,PT4SGE21500,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32SV98B,PT4SGE22500,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32SZ33M,KC4SGE05000,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32T2Q8G,KC4PSP16300,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32T4LLV,KC4SGE03000,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32T6JK6,PT4SGE26600,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32T79ZB,OO4SGE37000,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32T79ZP,OO4SGE37700,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32TBXL1,KC4SGE04900,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32TCBGY,OO4SGE37500,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32TFG1S,PT4SGE19400,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32TJN8J,KC4PSP18200,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32TLKJ9,PT4SGE18500,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32TNDCH,KX4SGE17700,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32TP2H6,KX4SGE13200,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32TQ2NL,OO4SGE38300,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32TQCN9,KC4PSP17600,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32TYSM3,KC4SGE03900,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32TZD8S,KX4SGE09300,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32TZDNR,OO4SGE35400,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32V44K5,PT4SGE26000,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32V5ZZ4,KC4SGE03200,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32V7Z46,KC4SGE05100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32V8912,KC4SGE01600,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32V8VPX,KX4SGE09700,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32V8W26,OO4SGE36200,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32VDD7D,KC4SGE05400,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32VFH11,KC4SGE05200,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32VQ1SM,PT4SGE19300,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32VQJQP,KC4PSP17200,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.57,,,,,数据不足
2026-08,B0H32VR11F,KX4SGE14700,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32VRXPW,PT4SGE18700,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32VVDM1,KC4PSP17000,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32VVJ8W,OO4SGE38800,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32VVM9F,KX4SGE13500,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.08,,,,,数据不足
2026-08,B0H32VVQD7,PT4SGE18600,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32VXT3X,KX4SGE08900,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32VY9BP,KX4SGE07700,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32VYJ2K,KC4SGE03500,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32W5L5Z,PT4SGE26700,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32W6FZ2,KC4SGE02800,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32W6J26,KC4PSP17900,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32W9849,PT4SGE23300,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32W9SRF,OO4SGE36000,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32WBNXK,KC4SGE05500,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32WDFFW,KC4SGE01500,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32WDLYV,PT4SGE19200,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32WFBY3,KC4SGE01200,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32WFK8R,KC4PSP16200,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32WFTWG,PT4SGE19100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32WH8DR,OO4SGE36300,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32WYLKH,KX4SGE17400,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32XFCM7,PT4SGE26500,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32XMMKH,KX4SGE08200,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32XNJ3D,KC4SGE01100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32XPHLR,KC4PSP17100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32XQJD4,KX4SGE08100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32XS87C,KC4SGE04100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32XTJWC,KC4PSP16000,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32XTJZD,PT4SGE24700,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32XVBQ3,PT4SGE24100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H32XVMNT,PT4SGE20100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H3375F6T,OO4SGE34800,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H3377YBZ,PT4SGE19800,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H338C7RV,OO4SGE35700,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.28,,,,,数据不足
2026-08,B0H33BB2SS,KC4SGE01800,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H33CN2DD,KC4SGE00900,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H33F4LJV,PT4SGE24300,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H33GKNNJ,KC4PSP18000,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H33H7QZP,OO4SGE38400,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H33H8244,KX4SGE16700,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H33J7Q59,OO4SGE35600,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.44,,,,,数据不足
2026-08,B0H33K6RFG,OO4SGE36800,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H33L5YG4,OO4SGE38600,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H33N7TN6,OO4SGE36600,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H33NK798,OO4SGE39100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H6W8GKV4,PT4SGE18700,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.8,,,,,数据不足
2026-08,B0H6W8M47G,KX4SGE10300,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.53,,,,,数据不足
2026-08,B0H6W8MCD4,KC4SGE03000,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.32,,,,,数据不足
2026-08,B0H6W8WBYW,KC4PSP16100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.03,,,,,数据不足
2026-08,B0H6WBBG37,KX4SGE11700,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.49,,,,,数据不足
2026-08,B0H6WBBG7P,KC4SGE04600,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.51,,,,,数据不足
2026-08,B0H6WBDX83,KX4SGE08400,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.83,,,,,数据不足
2026-08,B0H6WBDX8D,KC4SGE00800,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H6WBG93P,KC4PSP16200,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.85,,,,,数据不足
2026-08,B0H6WBG96D,KC4SGE04900,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.98,,,,,数据不足
2026-08,B0H6WBJG7H,OO4SGE34100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.94,,,,,数据不足
2026-08,B0H6WBKRTJ,KC4SGE00700,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.26,,,,,数据不足
2026-08,B0H6WBLGZN,OO4SGE38400,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.26,,,,,数据不足
2026-08,B0H6WBMTQH,KC4SGE01200,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H6WC2QTD,PT4SGE19600,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.21,,,,,数据不足
2026-08,B0H6WC2RFS,PT4SGE23900,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H6WC3XXP,KC4PSP16500,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.32,,,,,数据不足
2026-08,B0H6WC6J4N,KX4SGE08300,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.89,,,,,数据不足
2026-08,B0H6WCC2CK,KX4SGE11100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.58,,,,,数据不足
2026-08,B0H6WCGL2X,PT4SGE22500,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52,,,,,数据不足
2026-08,B0H6WCJWBW,KX4SGE15800,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H6WD42SN,KX4SGE16700,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.06,,,,,数据不足
2026-08,B0H6WD6Y9J,PT4SGE27500,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,,,,,数据不足
2026-08,B0H6WDB5FH,PT4SGE19300,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.69,,,,,数据不足
2026-08,B0H6WDL4C9,KC4SGE03200,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.39,,,,,数据不足
2026-08,B0H6WF3NL7,KC4SGE05000,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H6WFV3YP,KC4PSP15800,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.17,,,,,数据不足
2026-08,B0H6WFYLYL,PT4SGE26500,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.28,,,,,数据不足
2026-08,B0H6WFZF1T,PT4SGE20800,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,,,,,数据不足
2026-08,B0H6WG2B49,PT4SGE26000,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.51,,,,,数据不足
2026-08,B0H6WG5T4M,PT4SGE18500,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.26,,,,,数据不足
2026-08,B0H6WGB5GG,KC4SGE00200,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.62,,,,,数据不足
2026-08,B0H6WGFF3D,KX4SGE12100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.17,,,,,数据不足
2026-08,B0H6WGGS93,KC4SGE02400,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.54,,,,,数据不足
2026-08,B0H6WGMHPN,OO4SGE38100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.25,,,,,数据不足
2026-08,B0H6WGTKF9,PT4SGE18800,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0H6WHR41G,PT4SGE27600,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.42,,,,,数据不足
2026-08,B0H6WHRWR5,KX4SGE09700,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.59,,,,,数据不足
2026-08,B0H6WHRWRY,PT4SGE21900,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.49,,,,,数据不足
2026-08,B0H6WHS9V3,KC4SGE00600,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.06,,,,,数据不足
2026-08,B0H6WHSJNK,PT4SGE23400,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.08,,,,,数据不足
2026-08,B0H6WHSJNL,KX4SGE14900,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.93,,,,,数据不足
2026-08,B0H6WHTFHB,KC4SGE04700,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,,,,,数据不足
2026-08,B0H6WHVJ8N,PT4SGE19800,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.46,,,,,数据不足
2026-08,B0H6WHVM1S,KC4PSP17500,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.85,,,,,数据不足
2026-08,B0H6WHXNGH,OO4SGE35400,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.74,,,,,数据不足
2026-08,B0H6WJ1P5Q,KC4SGE05300,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.67,,,,,数据不足
2026-08,B0H6WJ2H4N,OO4SGE36900,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.95,,,,,数据不足
2026-08,B0H6WJ5F5J,PT4SGE23300,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.81,,,,,数据不足
2026-08,B0H6WJQJL3,PT4SGE26300,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,,,,,数据不足
2026-08,B0H6WJS7L2,KC4PSP17800,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.51,,,,,数据不足
2026-08,B0H6WJY322,PT4SGE21500,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.12,,,,,数据不足
2026-08,B0H6WJZR6S,KX4SGE10700,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.55,,,,,数据不足
2026-08,B0H6WK1747,KX4SGE14700,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.75,,,,,数据不足
2026-08,B0H6WK24MJ,PT4SGE23700,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.01,,,,,数据不足
