ASIN,SKU集合,上周,上上周,上周单量,上上周单量,单量环比%,上周销售额,上上周销售额,销售额环比%,上周广告花费,上上周广告花费,上周毛利润-实际,上上周毛利润-实际,上周毛利率%,上上周毛利率%,毛利率环比%,上周TACOS%,上上周TACOS%,TACOS环比%,预警标记,需补充广告指标
B0DQ16GZVP,KX4SGE09700,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DQ1713QC,KX4SGE11700,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,2.04,1.36,-2.04,-1.36,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DQ19L6JY,KX4SGE08500,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DQ3B16QC,KC4SGE00900,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DQ3BN5J1,KC4SGE00200,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DQ3KXSFQ,KC4SGE04300,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DQ3QZ92R,KC4PSP16400,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DQ3TCJK1,KC4PSP18200,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DQ3VQJTF,KC4PSP15800,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DQ41R457,KC4PSP15800,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DQ47S1R8,KC4SGE05200,2026-W36,2026-W35,0.0,2.0,-100.0,0.0,2053.6,-100.0,0.0,0.0,0.0,308.37,,15.02,,,0.0,,单量下滑≥20%；销售额下滑≥20%,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DQ4D5VHY,KC4PSP17900,2026-W36,2026-W35,1.0,0.0,N/A,986.0,0.0,N/A,0.0,0.41,195.33,-0.41,19.81,,,0.0,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DQ55B2FJ,KX4SGE08400,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DQ5CQBB7,KX4SGE08100,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,5.98,5.98,-5.98,-5.98,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DQ5DS3XR,KC4PSP16600,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DQ5DZFZM,KX4SGE08200,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DQ5F635B,KX4SGE08000,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,9.79,3.26,-12.88,-14.09,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DQ8H2JZZ,KX4SGE09300,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DQ8LPQPC,KX4SGE11100,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DQY2R2LM,KC4SGE00200,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DQY4V77K,KC4PSP16200,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DQY512DB,KC4PSP17200,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DQY51MMH,KC4PSP17600,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DQY561Z7,KC4PSP15900,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DQY58X6W,KC4SGE00100,2026-W36,2026-W35,0.0,1.0,-100.0,0.0,497.01,-100.0,17.75,8.16,-21.88,58.14,,11.7,,,1.64,,单量下滑≥20%；销售额下滑≥20%,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DQY5BX1Q,KC4PSP18100,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DQY5LGZ1,KC4PSP15800,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,10.88,8.16,-10.88,-8.16,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DQY5PNYT,KC4PSP17700,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DQY5RZSR,KC4PSP16400,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DQY5T2RQ,KC4PSP17500,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DQY5XZHZ,KC4PSP16000,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DQY5ZL3Z,KC4PSP18000,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,6.53,26.86,-14.4,-60.27,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DQY6KDSS,KC4PSP16700,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DQY6LPWW,KC4PSP16100,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DQY6TD6C,KC4PSP18200,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DQY86821,KC4PSP17300,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DQY8CJ2L,KC4PSP17100,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DQZN71B1,KC4SGE03700,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DQZRQMR5,KX4SGE16700,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DQZRRW8M,KC4SGE00900,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DQZS99BC,KC4SGE00700,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DQZS9NTG,KC4SGE02800,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DQZSHPDZ,KC4SGE00800,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DQZTR7TZ,KC4SGE03300,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DQZTSY6V,KC4SGE05400,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,14.28,5.98,-14.28,-5.98,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DQZTVB7R,KC4SGE05200,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DQZTVFTQ,KC4SGE03400,2026-W36,2026-W35,0.0,1.0,-100.0,0.0,945.13,-100.0,29.24,3.26,-29.24,256.88,,27.18,,,0.35,,单量下滑≥20%；销售额下滑≥20%,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DQZV4K6K,KC4SGE00600,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DQZV53GG,KC4SGE04800,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DQZVHMQN,KC4SGE01800,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DQZVT6JV,KC4SGE01300,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,9.52,2.58,-9.52,-2.58,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DQZW2C1Q,KC4SGE04200,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,-1.16,-4.05,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DQZW5FXY,KC4SGE02400,2026-W36,2026-W35,0.0,1.0,-100.0,0.0,945.2,-100.0,16.39,17.75,-17.8,132.8,,14.05,,,1.88,,单量下滑≥20%；销售额下滑≥20%,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DQZWB77C,KX4SGE15800,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,4.76,5.98,-12.45,-21.4,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DQZWJCFH,KC4SGE00400,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DQZWMH13,KC4SGE05300,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,2.72,0.0,-2.72,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DQZWXBL5,KC4SGE04100,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DQZWXRX3,KC4PSP16500,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DQZWZ38L,KX4SGE16500,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DQZWZSFM,KC4SGE02900,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DQZX2CXP,KC4SGE03000,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,2.72,1.97,-2.72,-1.97,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DQZX34G5,KC4SGE03100,2026-W36,2026-W35,0.0,1.0,-100.0,0.0,1489.13,-100.0,0.0,3.06,0.0,329.29,,22.11,,,0.21,,单量下滑≥20%；销售额下滑≥20%,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DQZX7L79,KC4SGE05100,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,5.64,0.0,-5.64,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DQZXZWV1,KC4SGE01000,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DQZYK9KK,KC4SGE00300,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DR144TNH,KX4SGE10300,2026-W36,2026-W35,1.0,1.0,0.0,1156.0,1156.0,0.0,0.34,45.49,237.64,193.72,20.56,16.76,22.68,0.03,3.94,-99.25,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DR14RD2F,KC4SGE04600,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DR157SSK,KX4SGE13500,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DR1582JR,KX4SGE13700,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DR1582JY,KX4SGE11700,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,5.98,9.52,-5.98,-9.52,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DR158F59,KX4SGE08200,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,10.06,4.08,-10.06,-4.08,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DR1648XY,KX4SGE11100,2026-W36,2026-W35,0.0,1.0,-100.0,0.0,1308.93,-100.0,5.03,3.06,-6.99,228.86,,17.48,,,0.23,,单量下滑≥20%；销售额下滑≥20%,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DR167V3Z,KX4SGE08600,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,23.94,40.19,-28.02,-57.5,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DR16MVLD,KX4SGE12100,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DR16VDGY,KX4SGE14900,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DR17PR85,KX4SGE14500,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,9.45,8.09,-9.45,-8.09,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DR1F3YDP,KX4SGE09300,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DR1JGJJF,KC4SGE01400,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DR1V4YFW,KX4SGE09700,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DR1V71K3,KX4SGE14700,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DR1XX4CV,KX4SGE10600,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,15.37,11.63,-15.37,-11.63,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DR211Y69,KX4SGE08000,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DR232T5S,KX4SGE17300,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DR2335TW,KX4SGE10900,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DR234TXG,KX4SGE08500,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DSDJV4NR,KX4SGE14000,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,6.39,8.57,-6.39,-8.57,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DSDKVX4J,KX4SGE18000,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.88,0.0,-0.88,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DSDMNPSC,KX4SGE15800,2026-W36,2026-W35,0.0,3.0,-100.0,0.0,3295.42,-100.0,5.64,20.94,-33.71,581.57,,17.65,,,0.64,,单量下滑≥20%；销售额下滑≥20%,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DSDN54CH,KX4SGE08400,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,9.25,9.25,-9.25,-9.25,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DSDNHMWF,KX4SGE07700,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,8.16,8.02,-8.16,-8.02,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DSDP1VWQ,KC4SGE05300,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,8.36,7.14,-8.36,-7.14,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DSDP4HXC,KC4SGE04300,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,19.92,0.0,-19.92,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DSDP8SFX,KC4PSP17000,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DSDPLJZ3,KC4PSP18000,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,15.44,0.0,-15.44,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DSDPMZT6,KX4SGE17400,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,5.3,0.0,-5.3,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DSDPQQBJ,KC4SGE05100,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DSDQD8KV,KC4SGE00100,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DSDQJT1S,KC4SGE00500,2026-W36,2026-W35,0.0,2.0,-100.0,0.0,2584.0,-100.0,10.34,15.64,-18.95,523.78,,20.27,,,0.61,,单量下滑≥20%；销售额下滑≥20%,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DSDQLG4Q,KC4SGE00800,2026-W36,2026-W35,0.0,1.0,-100.0,0.0,1565.7,-100.0,16.73,0.0,-16.73,420.87,,26.88,,,0.0,,单量下滑≥20%；销售额下滑≥20%,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DSDQSMVY,KX4SGE09700,2026-W36,2026-W35,0.0,1.0,-100.0,0.0,1162.8,-100.0,13.87,7.75,-13.87,264.59,,22.75,,,0.67,,单量下滑≥20%；销售额下滑≥20%,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DSDRZYNV,KC4SGE00900,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DSDS1MD1,KX4SGE14900,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,9.25,2.72,-9.25,-2.72,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DSDVMWFK,KX4SGE09300,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,7.41,4.49,-7.41,-4.49,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DSF2DRGY,KX4SGE10600,2026-W36,2026-W35,1.0,1.0,0.0,889.78,889.78,0.0,10.54,32.5,173.59,152.34,19.51,17.12,13.95,1.18,3.65,-67.57,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DSF3YM3M,KX4SGE08500,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,15.23,0.0,-15.23,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DSF696TB,KC4SGE01200,2026-W36,2026-W35,0.0,1.0,-100.0,0.0,1149.47,-100.0,42.57,9.32,-42.57,222.02,,19.32,,,0.81,,单量下滑≥20%；销售额下滑≥20%,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DSPPMDT1,KC4SGE03200,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DSPPNS5J,KX4SGE14500,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DSPS8DR3,KX4SGE14700,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DSPSFKV2,KX4SGE17700,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DSPSG4C3,KC4SGE02500,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DSPSL9SX,KX4SGE11100,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,10.06,14.01,-10.06,-14.01,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DSPTZQ8C,KX4SGE11700,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DSPVZ77D,KC4SGE04100,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DSPW645Y,KC4PSP18000,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DSZKSVFS,KX4SGE12800,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DSZLTFTL,KX4SGE12700,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,18.84,40.6,-18.84,-40.6,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DSZPZY17,KX4SGE08800,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,8.91,7.21,-12.66,-20.35,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DSZQ5BCN,KX4SGE09200,2026-W36,2026-W35,0.0,1.0,-100.0,0.0,863.67,-100.0,0.0,29.72,0.0,34.73,,4.02,,,3.44,,单量下滑≥20%；销售额下滑≥20%,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DSZS1MPG,KX4SGE12800,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DSZS6NF4,PT4SGE21100,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DSZVM93Q,KX4SGE08800,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,14.14,16.05,-23.44,-30.58,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DSZWN9RL,KX4SGE08900,2026-W36,2026-W35,0.0,1.0,-100.0,0.0,1271.6,-100.0,37.67,58.75,-124.56,164.82,,12.96,,,4.62,,单量下滑≥20%；销售额下滑≥20%,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DT11L48N,KX4SGE09200,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,5.98,4.08,-5.98,-4.08,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DWJG1S64,KX4SGE07900,2026-W36,2026-W35,2.0,0.0,N/A,3821.46,0.0,N/A,10.34,25.5,1052.9,-25.5,27.55,,,0.27,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DWJLP9LW,KX4SGE08800,2026-W36,2026-W35,1.0,3.0,-66.67,1121.93,3365.8,-66.67,28.32,59.06,189.22,650.16,16.87,19.32,-12.69,2.52,1.75,43.87,单量下滑≥20%；销售额下滑≥20%；TACOS上升≥30%,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0DWJQ3GNZ,KX4SGE12800,2026-W36,2026-W35,0.0,2.0,-100.0,0.0,2583.86,-100.0,13.06,19.58,-13.06,572.99,,22.18,,,0.76,,单量下滑≥20%；销售额下滑≥20%,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
