ASIN,SKU集合,上周,上上周,上周单量,上上周单量,单量环比%,上周销售额,上上周销售额,销售额环比%,上周广告花费,上上周广告花费,上周毛利润-实际,上上周毛利润-实际,上周毛利率%,上上周毛利率%,毛利率环比%,上周TACOS%,上上周TACOS%,TACOS环比%,预警标记,需补充广告指标
B0GR2YLFN4,PT4SGE19800,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR2ZS711,KC4SGE03400,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,5.1,0.0,-5.1,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR317V49,PT4SGE25800,2026-W36,2026-W35,1.0,0.0,N/A,578.0,0.0,N/A,10.68,12.1,115.42,-12.1,19.97,,,1.85,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR31HQBF,PT4SGE28200,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,4.83,5.98,-4.83,-5.98,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR31KW4H,KX4SGE07700,2026-W36,2026-W35,3.0,2.0,50.0,5650.8,3767.2,50.0,23.6,16.46,1402.53,928.7,24.82,24.65,0.68,0.42,0.44,-4.41,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR31KW94,KX4SGE16700,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,2.72,0.0,-2.72,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR31VB2G,KC4SGE04700,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,4.49,0.0,-4.49,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR322BJM,PT4SGE19100,2026-W36,2026-W35,0.0,1.0,-100.0,0.0,578.0,-100.0,36.04,26.38,-47.83,69.94,,12.1,,,4.56,,单量下滑≥20%；销售额下滑≥20%,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR32H6WX,PT4SGE26700,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,5.92,5.78,-5.92,-5.78,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR33RCBC,KX4SGE12900,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR345J7B,KC4SGE03300,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,17.14,3.13,-18.79,-10.15,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR34B6Q7,PT4SGE27500,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,5.44,0.0,-5.44,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR34KY99,PT4SGE26100,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,9.18,-1.27,-14.56,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR34LPDQ,KX4SGE15200,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,11.42,6.94,-38.38,-6.94,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR34N98F,KX4SGE15800,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR34PLB8,KX4SGE16500,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,9.04,9.79,-9.04,-9.79,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR34S7JX,KX4SGE15400,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,3.06,0.0,-3.06,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR36VYQS,PT4SGE19900,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,13.19,23.53,-13.19,-23.53,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR3787KB,KX4SGE14500,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,2.72,0.0,-2.72,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR37HV17,KX4SGE13200,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,3.26,0.0,-3.26,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR37L92C,KC4SGE04900,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR37MB24,KX4SGE13300,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR397JMP,PT4SGE18400,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.2,0.0,-0.2,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR39CKDS,KC4SGE05500,2026-W36,2026-W35,1.0,0.0,N/A,591.6,0.0,N/A,14.35,25.09,127.19,-25.09,21.5,,,2.43,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR39PG5F,KX4SGE14700,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,7.55,0.0,-7.55,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR39QZSK,PT4SGE25600,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,4.08,0.0,-4.08,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR39T55F,KX4SGE17300,2026-W36,2026-W35,0.0,1.0,-100.0,0.0,1366.8,-100.0,3.26,11.08,-5.3,276.09,,20.2,,,0.81,,单量下滑≥20%；销售额下滑≥20%,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR39YKFT,KC4SGE05300,2026-W36,2026-W35,0.0,2.0,-100.0,0.0,1455.2,-100.0,0.0,4.08,0.0,320.76,,22.04,,,0.28,,单量下滑≥20%；销售额下滑≥20%,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR3B22MS,PT4SGE24400,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,3.54,3.26,-3.54,-3.26,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR3B3S1F,KX4SGE16800,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,22.71,8.43,-22.71,-7.8,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR3BW2B8,KX4SGE12700,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,43.25,0.0,-43.25,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR3C2BNZ,OO4SGE37000,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.41,0.0,-0.41,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR3CCY48,PT4SGE23100,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,5.98,0.0,-5.98,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR3CK745,KC4SGE03500,2026-W36,2026-W35,0.0,1.0,-100.0,0.0,605.2,-100.0,16.93,33.59,-16.93,143.86,,23.77,,,5.55,,单量下滑≥20%；销售额下滑≥20%,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR3FTPG4,KX4SGE14900,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,1.5,6.46,-1.5,-5.48,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR3G1TLW,KC4SGE05100,2026-W36,2026-W35,1.0,0.0,N/A,1502.8,0.0,N/A,3.26,0.0,387.78,0.0,25.8,,,0.22,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR3G81M3,KX4SGE13500,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR3G98M1,PT4SGE22800,2026-W36,2026-W35,0.0,1.0,-100.0,0.0,1108.4,-100.0,9.59,6.6,-9.59,242.9,,21.91,,,0.6,,单量下滑≥20%；销售额下滑≥20%,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR3G9TGM,PT4SGE24900,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,9.66,0.0,-9.66,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR3HFYXR,KC4SGE05000,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR3HTY84,PT4SGE26500,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,6.39,0.0,-6.39,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR3S5PMY,KX4SGE08900,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,3.06,4.08,-3.06,-4.08,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR3S95R7,KX4SGE07700,2026-W36,2026-W35,1.0,0.0,N/A,1883.6,0.0,N/A,20.06,0.0,455.23,0.0,24.17,,,1.06,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR3WH3NJ,KC4SGE00100,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,13.4,3.4,-13.4,-3.4,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR3WPSRN,PT4SGE19200,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR3WS86L,KC4PSP18000,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,9.79,22.3,-9.79,-22.3,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR3XL2LK,PT4SGE21000,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,9.11,13.87,-9.11,-13.87,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR3YCSD2,KX4SGE16700,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,3.06,0.0,-3.06,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR3YK82S,KX4SGE10100,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR3YN74C,PT4SGE24700,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR3YN8NQ,PT4SGE18700,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR3YN8S1,KX4SGE14500,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR3YR5Z8,PT4SGE20500,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,4.08,0.0,-4.08,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR3YXHBC,KC4SGE00800,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR3Z3FT5,PT4SGE18500,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR3Z8FHX,KC4SGE00600,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,28.83,16.46,-28.83,-16.46,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR3ZCV78,KC4PSP17600,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR3ZM7FZ,PT4SGE19300,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR3ZNJT9,KC4SGE02800,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,4.08,0.0,-4.08,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR3ZSDBQ,KC4SGE04600,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR3ZV3TR,KC4SGE00500,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,6.12,11.97,-6.12,-11.97,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR411G4V,PT4SGE20100,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,3.13,0.0,-3.13,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR42KYVW,KX4SGE07900,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR42M1FL,KC4PSP18000,2026-W36,2026-W35,0.0,1.0,-100.0,0.0,1366.8,-100.0,3.33,0.0,-3.33,371.21,,27.16,,,0.0,,单量下滑≥20%；销售额下滑≥20%,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR42MZ7S,PT4SGE19800,2026-W36,2026-W35,0.0,1.0,-100.0,0.0,680.0,-100.0,8.5,0.0,-8.5,201.11,,29.57,,,0.0,,单量下滑≥20%；销售额下滑≥20%,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR42WDJ3,KC4SGE02500,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,10.06,0.0,-10.06,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR434V63,KC4PSP16500,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,2.92,4.22,-2.92,-4.22,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR4355NW,PT4SGE23600,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,2.72,0.0,-2.72,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR4377DH,KX4SGE13500,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,9.18,14.28,-9.18,-14.28,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR4395WW,KC4SGE01800,2026-W36,2026-W35,0.0,1.0,-100.0,0.0,1060.8,-100.0,10.4,7.75,-10.4,250.96,,23.66,,,0.73,,单量下滑≥20%；销售额下滑≥20%,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR43M38W,KX4SGE07900,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,2.72,3.06,-2.72,-3.06,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR43WPY3,KX4SGE08300,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,9.59,0.0,-9.59,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR43Y8DM,KC4SGE03100,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,3.26,0.0,-3.26,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR448D5C,KX4SGE15200,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR44TSPR,KX4SGE14500,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,3.06,4.49,-3.06,-4.49,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR452NGN,KX4SGE13700,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,3.06,4.08,-3.06,-4.08,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR454Y3M,KC4PSP17500,2026-W36,2026-W35,1.0,0.0,N/A,1128.8,0.0,N/A,0.0,0.0,186.57,0.0,16.53,,,0.0,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR45633P,KX4SGE08100,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,5.44,0.0,-5.44,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR456L19,PT4SGE27800,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,9.59,13.26,-9.59,-13.26,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR4598HK,KC4SGE01800,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,6.8,0.0,-6.8,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR45NK9S,KC4PSP18100,2026-W36,2026-W35,0.0,1.0,-100.0,0.0,1434.8,-100.0,15.64,15.84,-15.64,261.02,,18.19,,,1.1,,单量下滑≥20%；销售额下滑≥20%,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR45RYFH,KC4SGE03400,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,5.98,0.0,-5.98,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR45SYDD,PT4SGE19100,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,8.98,25.84,-8.98,-25.84,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR45VKKR,PT4SGE24900,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,10.13,15.16,-10.13,-15.16,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR45X65X,KX4SGE14900,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,10.4,0.0,-9.42,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR45XNHQ,KX4SGE15400,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,2.86,0.0,-2.86,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR45YTCV,PT4SGE20300,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,17.75,0.0,-17.75,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR45Z3RB,PT4SGE25400,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,13.26,0.0,-13.26,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR462F31,KX4SGE12100,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR467465,KC4PSP16300,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,5.1,0.0,-5.1,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR4683H2,KX4SGE17300,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,3.6,0.0,-3.6,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR46BM7S,KC4PSP17600,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR46D9N4,PT4SGE26800,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,3.06,3.06,-3.06,-3.06,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR46H9H5,KC4SGE01700,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,6.8,3.54,-6.8,-3.54,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR46HMN7,PT4SGE22200,2026-W36,2026-W35,1.0,0.0,N/A,918.0,0.0,N/A,9.59,0.0,174.4,0.0,19.0,,,1.04,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR46J8VG,KC4PSP15900,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,4.42,0.0,-4.42,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR46KN36,KC4SGE00900,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,10.88,16.39,-10.88,-16.39,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR46YW5Z,KC4SGE01000,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,4.08,0.0,-4.08,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR46YYHN,KX4SGE12100,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,5.37,0.0,-5.37,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR4719CR,KX4SGE13300,2026-W36,2026-W35,0.0,1.0,-100.0,0.0,1550.4,-100.0,3.26,6.19,-3.26,458.68,,29.58,,,0.4,,单量下滑≥20%；销售额下滑≥20%,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR489418,KC4SGE00100,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,14.69,19.24,-14.69,-19.24,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR48CMY4,PT4SGE19600,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,3.6,8.16,-3.6,-8.16,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR48F4HS,PT4SGE22500,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR48HJGQ,PT4SGE21900,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR48XRW9,PT4SGE27800,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR492V81,PT4SGE19800,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,18.09,0.0,-18.09,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR49RDK3,KC4PSP18100,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,21.08,10.13,-21.08,-10.13,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR49W2X7,KX4SGE09200,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,4.08,0.0,-4.08,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR4B355M,KC4SGE00900,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR4B54NJ,KC4SGE02400,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,13.53,0.0,-13.53,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR4B55CW,PT4SGE25400,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR4BH1YQ,KC4SGE05500,2026-W36,2026-W35,0.0,1.0,-100.0,0.0,591.6,-100.0,0.0,6.53,0.0,134.34,,22.71,,,1.1,,单量下滑≥20%；销售额下滑≥20%,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR4BHBPD,PT4SGE21900,2026-W36,2026-W35,0.0,1.0,-100.0,0.0,1108.4,-100.0,0.0,0.0,0.0,223.68,,20.18,,,0.0,,单量下滑≥20%；销售额下滑≥20%,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR4BMBTH,KC4SGE03100,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,11.22,0.0,-11.22,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR4BNM9N,KX4SGE09200,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR4BPXN5,KC4SGE04100,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR4BPYB3,KC4PSP17800,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,5.44,0.0,-5.44,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR4BW6FC,KC4PSP16500,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,8.57,4.22,-8.57,-4.22,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR4C16WD,PT4SGE19200,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,22.1,0.0,-22.1,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR4C6JZZ,PT4SGE24100,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,3.2,6.53,-3.2,-6.53,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR4C6SN4,PT4SGE24000,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,6.8,0.0,-6.8,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR4C8KKD,KX4SGE18000,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR4C9BN5,KC4SGE01800,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,13.6,15.5,-13.6,-15.5,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR4CBL7C,KX4SGE14700,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,2.72,0.0,-2.72,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR4CBM9C,PT4SGE21500,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,18.22,0.0,-18.22,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR4CBQC6,KX4SGE14700,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,4.69,5.1,-4.69,-5.1,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR4CDD4B,KX4SGE14000,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,3.06,0.0,-3.06,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR4CLXDD,PT4SGE18500,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,9.04,13.26,-9.04,-13.26,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0GR4D5W4J,PT4SGE18600,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
